gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.3,1,1,1,skipconcat,295,True,0.6727,0.0584,141.0,0.3277,0.0025,0.688,0.1131,0.6531,0.1256,0.7161,0.0278,0.6779,0.0819,0.7466,0.0903
0.3,1,1,1,skipsum,99,True,0.7262,0.0097,141.0,0.3278,0.0003,0.6932,0.0173,0.6339,0.0156,0.7251,0.0705,0.6747,0.032,0.7606,0.0285
0.3,1,1,1,skipsum,195,True,0.693,0.0224,141.0,0.3245,0.0039,0.7415,0.0319,0.6958,0.0535,0.7569,0.0385,0.7221,0.016,0.8051,0.0159
0.3,1,1,1,skipsum,271,True,0.6338,0.0268,141.0,0.3253,0.0022,0.7855,0.0163,0.7667,0.0097,0.7392,0.0408,0.7522,0.0241,0.8466,0.0289
0.3,1,1,1,stack,78,True,0.7148,0.0376,141.0,0.3249,0.0036,0.6594,0.0998,0.6212,0.1151,0.6874,0.0246,0.6473,0.0692,0.7271,0.0827
0.3,1,1,1,stack,183,True,0.6859,0.049,141.0,0.3696,0.0631,0.6793,0.1061,0.6385,0.1152,0.718,0.0163,0.6714,0.075,0.7422,0.0857
0.3,1,1,1,stack,295,True,0.6727,0.0584,141.0,0.3304,0.0021,0.688,0.1131,0.6531,0.1256,0.7161,0.0278,0.6779,0.0819,0.7466,0.0903
0.3,1,1,2,skipconcat,22,True,0.7328,0.0152,251.0,0.3318,0.0042,0.6759,0.0174,0.6543,0.0273,0.5902,0.1643,0.6045,0.0812,0.729,0.0208
0.3,1,1,2,skipconcat,22,True,0.6918,0.0701,251.0,0.334,0.0029,0.7055,0.0559,0.6983,0.0397,0.5784,0.1499,0.6242,0.1048,0.7555,0.0552
0.3,1,1,2,skipconcat,22,True,0.7328,0.0152,251.0,0.3302,0.0017,0.6759,0.0174,0.6543,0.0273,0.5902,0.1643,0.6045,0.0812,0.729,0.0208
0.3,1,1,2,skipsum,8,True,0.7447,0.0141,251.0,0.3777,0.0627,0.6334,0.0535,0.5909,0.0524,0.4431,0.3162,0.4372,0.2732,0.6856,0.0748
0.3,1,1,2,skipsum,8,True,0.699,0.07,251.0,0.3278,0.0037,0.6842,0.1023,0.6398,0.1132,0.5341,0.3562,0.5101,0.322,0.7371,0.1188
0.3,1,1,2,skipsum,8,True,0.699,0.07,251.0,0.3277,0.0024,0.6842,0.1023,0.6398,0.1132,0.5341,0.3562,0.5101,0.322,0.7371,0.1188
0.3,1,1,2,stack,22,True,0.7328,0.0152,251.0,0.3327,0.002,0.6759,0.0174,0.6543,0.0273,0.5902,0.1643,0.6045,0.0812,0.729,0.0208
0.3,1,1,2,stack,22,True,0.7328,0.0152,251.0,0.3316,0.0019,0.6759,0.0174,0.6543,0.0273,0.5902,0.1643,0.6045,0.0812,0.729,0.0208
0.3,1,1,2,stack,22,True,0.6918,0.0701,251.0,0.3276,0.0033,0.7055,0.0559,0.6983,0.0397,0.5784,0.1499,0.6242,0.1048,0.7555,0.0552
0.3,1,2,1,skipconcat,28,True,0.75,0.0139,351.0,0.5286,0.0047,0.5456,0.0776,0.5086,0.0561,0.8447,0.1873,0.6177,0.0328,0.6782,0.0705
0.3,1,2,1,skipconcat,187,True,0.7168,0.0175,351.0,0.5328,0.003,0.6644,0.0717,0.6055,0.0791,0.8247,0.1002,0.6875,0.0194,0.7686,0.0195
0.3,1,2,1,skipconcat,187,True,0.7168,0.0175,351.0,0.5292,0.0048,0.6644,0.0717,0.6055,0.0791,0.8247,0.1002,0.6875,0.0194,0.7686,0.0195
0.3,1,2,1,skipsum,71,True,0.7311,0.0272,251.0,0.5728,0.0615,0.6724,0.0682,0.6631,0.0841,0.5066,0.1133,0.5731,0.1039,0.719,0.081
0.3,1,2,1,skipsum,71,True,0.7155,0.0491,251.0,0.5336,0.0041,0.6772,0.0746,0.6685,0.0911,0.5137,0.1227,0.5795,0.1124,0.7229,0.0863
0.3,1,2,1,skipsum,71,True,0.7082,0.0594,251.0,0.5316,0.0039,0.6781,0.0757,0.648,0.0654,0.5561,0.1807,0.5911,0.1279,0.7249,0.0888
0.3,1,2,1,stack,26,True,0.7537,0.0038,251.0,0.5374,0.0041,0.5951,0.0483,0.544,0.0568,0.3698,0.1683,0.4283,0.1335,0.6479,0.0497
0.3,1,2,1,stack,26,True,0.7194,0.0516,251.0,0.5292,0.0051,0.6273,0.0936,0.5817,0.1091,0.4059,0.2188,0.4651,0.1849,0.6807,0.0954
0.3,1,2,1,stack,26,True,0.7147,0.0583,251.0,0.5304,0.0051,0.6216,0.0855,0.5641,0.0845,0.4286,0.2508,0.4666,0.187,0.678,0.0916
0.3,1,2,2,skipconcat,18,True,0.7528,0.0089,461.0,0.5387,0.0047,0.6424,0.0663,0.5992,0.0636,0.4976,0.2096,0.5295,0.1489,0.6732,0.0806
0.3,1,2,2,skipconcat,18,True,0.7528,0.0089,461.0,0.5368,0.0045,0.6424,0.0663,0.5992,0.0636,0.4976,0.2096,0.5295,0.1489,0.6732,0.0806
0.3,1,2,2,skipconcat,18,True,0.7528,0.0089,461.0,0.5323,0.005,0.6424,0.0663,0.5992,0.0636,0.4976,0.2096,0.5295,0.1489,0.6732,0.0806
0.3,1,2,2,skipsum,27,True,0.6628,0.0635,361.0,0.6556,0.0631,0.7516,0.0776,0.7447,0.0695,0.6455,0.1605,0.6867,0.1262,0.809,0.085
0.3,1,2,2,skipsum,27,True,0.7282,0.0224,361.0,0.6051,0.0701,0.6331,0.0775,0.6054,0.0859,0.6847,0.2129,0.6128,0.0763,0.7536,0.0481
0.3,1,2,2,skipsum,27,True,0.6796,0.0532,361.0,0.5571,0.004,0.7474,0.0743,0.739,0.0649,0.6419,0.1578,0.6821,0.1227,0.8032,0.0808
0.3,1,2,2,stack,45,True,0.7589,0.0246,361.0,0.5601,0.0019,0.5591,0.1026,0.5089,0.0802,0.66,0.3334,0.5293,0.1747,0.6435,0.0981
0.3,1,2,2,stack,45,True,0.7262,0.0695,361.0,0.5534,0.0034,0.5851,0.1371,0.5389,0.1225,0.6706,0.3373,0.5515,0.1964,0.6559,0.1146
0.3,1,2,2,stack,45,True,0.6652,0.0737,361.0,0.5546,0.0039,0.6859,0.1032,0.6133,0.1117,0.6255,0.2964,0.5974,0.2205,0.7561,0.0944
0.3,1,3,1,skipconcat,99,True,0.7038,0.0424,661.0,0.7725,0.0052,0.6636,0.1066,0.62,0.1319,0.5627,0.1933,0.5848,0.1589,0.7433,0.1043
