protein.Accession,protein_probability,protein_probability_soft_label,gene_symbol,mRNA_TPM,hard_label
Q06455,0.456884999,0.308770178,RUNX1T1,0.031254575,
Q06481,0.760930651,0.883194985,APLP2,4.010017128,1
Q06546,0.939491014,0.553032374,GABPA,1.966108785,
Q06587,0.999915344,0.820453428,RING1,0.214301047,1
Q06643,0.44465367,0.219698218,LTB,0,0
Q06787,0.340633142,0.672879268,FMR1,2.942107344,
Q06828,0.953501912,0.163348467,FMOD,2.050171971,0
Q06830,1,1,PRDX1,4.940263874,1
Q07020,0.96375774,0.995127781,RPL18,8.260679678,1
Q07021,0.999456249,0.999317951,C1QBP,4.678467555,1
Q07065,0.999988141,0.999999843,CKAP4,2.971433195,1
Q07075,0.381020561,0.27343606,ENPEP,0.003365347,0
Q07092,0.330699289,0.754399141,COL16A1,2.062842199,1
Q07157,0.671897841,0.962750168,TJP1,0.099679343,1
Q07283,0.20917355,0.261976503,TCHH,0.593735498,0
Q07343,0.595888654,0.678675749,PDE4B,0.826932556,
Q07666,0.999999722,0.99997584,KHDRBS1,3.988690039,1
Q07812,0.999999886,0.999999949,BAX,5.09601251,1
Q07817,0.829169941,0.99860173,BCL2L1,3.862154939,1
Q07820,0.807774945,0.821969691,MCL1,6.716191962,1
Q07837,0.726464534,0.375464664,SLC3A1,1.465939252,
Q07864,0.219176171,0.762732757,POLE,3.771147861,1
Q07866,0.999883677,0.985994409,KLC1,1.757770571,1
Q07889,0.39813387,0.574933817,SOS1,1.502135619,
Q07912,0.202157212,0.623315195,TNK2,4.005112948,
Q07954,0.995463481,0.928418305,LRP1,4.199397573,1
Q07955,1,0.999975943,SRSF1,6.135914433,1
Q07960,0.99982165,0.999999797,ARHGAP1,3.854006777,1
Q07973,0.135418159,0.212971777,CYP24A1,0.354701513,0
Q08043,0.999999999,0.999999985,ACTN3,0.038944397,1
Q08050,0.417526697,0.304033827,FOXM1,4.415808554,
Q08170,0.934991738,0.95064568,SRSF4,4.207554545,1
Q08174,0.130990034,0.844020105,PCDH1,4.543137491,1
Q08188,0.808708879,0.300546351,TGM3,0.05091175,
Q08209,0.999365987,0.898732163,PPP3CA,0.948958809,1
Q08211,0.999694584,0.999999938,DHX9,4.078278039,1
Q08257,0.999564702,0.999655581,CRYZ,3.416022973,1
Q08289,0.325015853,0.51631765,CACNB2,0.002499867,
Q08345,0.178259843,0.480848396,DDR1,0,
Q08357,0.232157686,0.267764506,SLC20A2,1.775129921,0
Q08378,0.953912778,0.956320801,GOLGA3,3.601709256,1
Q08379,0.998316267,0.992282743,GOLGA2,4.620740429,1
Q08380,0.994744332,0.999999941,LGALS3BP,6.899337341,1
Q08426,0.185028886,0.621558819,EHHADH,1.075919123,
Q08431,0.249333262,0.570184371,MFGE8,2.90507532,
Q08462,0.147386453,0.160643243,ADCY2,0,0
Q08477,0.996297559,0.654163633,CYP4F3,1.597778099,
Q08493,0.457549229,0.606794732,PDE4C,1.154829668,
Q08495,0.597885789,0.397018607,DMTN,1.269144049,
Q08499,0.193157879,0.50535234,PDE4D,0.261655681,
Q08554,0.536853699,0.308083067,DSC1,0,
Q08623,0.992132408,0.992032926,PUDP,0.632904038,1
Q08752,0.892127599,0.728465288,PPID,3.442538664,1
Q08945,0.885690349,0.855691753,SSRP1,5.666178666,1
Q08999,0.327064312,0.59624746,RBL2,3.081526796,
Q08AD1,0.523460835,0.360416239,CAMSAP2,1.513508334,
Q08AE8,0.339312025,0.573257119,SPIRE1,0.870330726,
Q08AF3,0.919439136,0.784829052,SLFN5,1.569682612,1
Q08AF8,0.218195956,0.406876631,GOLGA8F; GOLGA8G,0,
Q08AH1,0.1766641,0.457740937,ACSM1,0.034948469,
Q08AH3,0.749622769,0.478170637,ACSM2A,0,
Q08AM6,0.14934895,0.956021935,VAC14,2.151552032,1
Q08AN1,0.130592149,0.449418395,ZNF616,1.254377099,
Q08ER8,0.190085464,0.163786799,ZNF543,2.186505555,0
Q08ET2,0.26558255,0.498265319,SIGLEC14,2.188291351,
Q08J23,0.999960568,0.999196952,NSUN2,4.021420092,1
Q09013,0.171155771,0.383331156,DMPK,4.374296115,
Q09019,0.139229021,0.403743772,DMWD,4.479175128,
Q09028,0.999988349,0.999946355,RBBP4,3.961064819,1
Q09161,0.982819585,0.999956934,NCBP1,3.03760251,1
Q09327,0.138862061,0.489307792,MGAT3,0.786192644,
Q09428,0.792338442,0.630674009,ABCC8,0.019730745,
Q09470,0.15252112,0.318017497,KCNA1,0.114068208,
Q09472,0.837613951,0.542582054,EP300,3.51219089,
Q09666,1,0.999999726,AHNAK,4.742471371,1
Q09MP3,0.160738364,0.296200297,RAD51AP2,1.395714272,0
Q0D2H9,0.218195956,0.363561445,GOLGA8DP,0,
Q0D2K2,0.404584592,0.256361464,KLHL30,0.4175367,0
Q0D2K5,0.27369351,0.125905513,EGFEM1P,0,0
Q0P641,0.925910742,0.135616047,C2orf80,0,0
Q0P651,0.890148878,0.146826719,ABHD18,1.225571351,0
Q0P670,0.397278819,0.267171387,SPEM2,0,0
Q0P6D6,0.6223775,0.384372377,CCDC15,0.247666792,
Q0PNE2,0.389605285,0.722528613,ELP6,2.316313551,1
Q0VAA2,0.235152679,0.574111785,LRRC74A,0.015196092,
Q0VAK6,0.681851536,0.251238182,LMOD3,0.094507891,0
Q0VD83,0.998132696,0.865482831,APOBR,4.527638746,1
Q0VDD7,0.656031901,0.338149021,BRME1,0.407025811,
Q0VDD8,0.72660394,0.670744884,DNAH14,0.007328134,
Q0VDF9,0.696309425,0.621451537,HSPA14,2.439045973,
Q0VDG4,0.408220984,0.713445058,SCRN3,1.10438995,1
Q0VF49,0.334917591,0.320033269,KIAA2012,0.115442448,
Q0VF96,0.695411353,0.366312725,CGNL1,0.028462028,
Q0VFZ6,0.146433497,0.160673563,CFAP210,0.264015765,0
Q10471,0.130983896,0.997309229,GALNT2,2.055982006,1
Q10472,0.410377321,0.849799505,GALNT1,2.370054211,1
Q10567,0.999959533,0.999999819,AP1B1,3.870580194,1
Q10570,0.615464537,0.857255316,CPSF1,4.930688209,1
Q10571,0.361426111,0.404182557,MN1,0.310993592,
Q10586,0.159366249,0.360193631,DBP,2.658342932,
Q10588,0.999990811,0.714285712,BST1,1.502404079,1
Q10589,0.640593134,0.56190154,BST2,4.213894163,
Q10713,0.37672491,0.991706765,PMPCA,4.463842323,1
Q10981,0.13183885,0.33350533,FUT2,4.33807472,
Q11203,0.35309648,0.423748027,ST3GAL3,0.127361553,
Q11206,0.644048067,0.447424058,ST3GAL4,1.327512548,
Q12756,0.843481817,0.954077383,KIF1A,0.059079489,1
Q12765,0.999183732,0.746500657,SCRN1,2.481163126,1
Q12766,0.130033442,0.366188082,HMGXB3,3.197189385,
Q12768,0.140538269,0.87002662,WASHC5,5.113003376,1
Q12769,0.68560574,0.971605144,NUP160,2.212967061,1
Q12770,0.149184081,0.231773694,SCAP,2.929444689,0
Q12772,0.312846018,0.198631599,SREBF2,3.077257044,0
Q12774,0.775673466,0.660924304,ARHGEF5,2.5378275,
Q12788,0.75909747,0.752622697,TBL3,4.789821627,1
Q12789,0.97885129,0.754262302,GTF3C1,3.116673427,1
Q12791,0.13034862,0.80481316,KCNMA1,0.045751224,1
Q12792,0.778737574,0.973482092,TWF1,4.696613518,1
Q12797,0.933529375,0.999998894,ASPH,3.654580673,1
Q12798,0.545483917,0.481671944,CETN1,0,
Q12800,0.647163139,0.834980007,TFCP2,2.139439969,1
Q12802,0.883552536,0.972791539,AKAP13,2.135293637,1
Q12809,0.129980335,0.4452409,KCNH2,1.579277496,
Q12829,0.77780315,0.248371292,RAB40B,2.127316356,0
Q12830,0.332706426,0.615024584,BPTF,2.531961305,
Q12834,0.536649119,0.381401527,CDC20,5.800351241,
Q12837,0.133015777,0.06550904,POU4F2,0,0
Q12840,0.996035915,0.950759274,KIF5A,0.071898906,1
Q12846,0.9773358,0.999999018,STX4,4.783469307,1
Q12849,0.968351738,0.807660631,GRSF1,3.880855594,1
Q12851,0.184751363,0.59224407,MAP4K2,2.548263546,
Q12857,0.383959282,0.728890076,NFIA,0.774328119,1
Q12860,0.46713698,0.732593348,CNTN1,0,1
Q12864,0.593122344,0.728787327,CDH17,2.610397466,1
Q12866,0.153066622,0.36898471,MERTK,1.020573855,
Q12873,0.967040747,0.829487854,CHD3,4.446211006,1
Q12874,0.998633045,0.997277781,SF3A3,3.74638314,1
Q12879,0.243588972,0.379461807,GRIN2A,0.081184827,
Q12887,0.700420762,0.335588787,COX10,0.668617129,
Q12888,0.998797695,0.985456654,TP53BP1,2.020013953,1
Q12889,0.289114744,0.281888503,OVGP1,1.854760519,0
Q12901,0.252859969,0.339545111,ZNF155,1.859577812,
Q12904,0.999983815,0.999711871,AIMP1,3.145730145,1
Q12905,0.999999998,1,ILF2,5.458132849,1
Q12906,0.999999689,0.999946917,ILF3,5.196126084,1
Q12907,0.999976995,0.999994037,LMAN2,4.306840197,1
Q12912,0.72309117,0.874773468,IRAG2,0.448528243,1
Q12913,0.915220319,0.588908146,PTPRJ,1.200279169,
Q12918,0.478380391,0.286697053,KLRB1,0.879339592,0
Q12923,0.161589411,0.640377955,PTPN13,0.218064695,
Q12926,0.961110546,0.575197932,ELAVL2,0,
Q12929,0.132057616,0.905749912,EPS8,1.663822953,1
Q12931,0.999998961,0.999998973,TRAP1,4.022214023,1
Q12948,0.29685802,0.446947307,FOXC1,3.819873211,
Q12950,0.184587678,0.166082591,FOXD4,1.804594813,0
Q12955,0.754549869,0.905065644,ANK3,0.199409969,1
Q12959,0.140633013,0.831940814,DLG1,2.073881139,1
Q12965,0.991055726,0.960958194,MYO1E,1.342125558,1
Q12967,0.513734805,0.58775974,RALGDS,3.906365223,
Q12968,0.738133013,0.490165543,NFATC3,1.543260144,
Q12972,0.216641499,0.83309194,PPP1R8,3.270396227,1
Q12979,0.729223295,0.999705848,ABR,0.253434264,1
Q12980,0.285930049,0.446060109,NPRL3,2.618613938,
Q12982,0.133913389,0.274616909,BNIP2,3.340239019,0
Q12983,0.417379116,0.299548981,BNIP3,2.670439925,0
Q12986,0.186241984,0.280643824,NFX1,2.62193703,0
Q12988,0.512669324,0.128337762,HSPB3,0.402852521,0
Q12996,0.400674794,0.984743051,CSTF3,1.633594002,1
Q13002,0.232194151,0.512377469,GRIK2,0.004498849,
Q13003,0.132813811,0.289033974,GRIK3,0.001406389,0
Q13009,0.357948645,0.623128996,TIAM1,0.190814646,
Q13011,0.999999992,0.999999976,ECH1,4.824183411,1
Q13017,0.242481339,0.753244791,ARHGAP5,2.609686647,1
Q13018,0.185084833,0.263272339,PLA2R1,0.532411446,0
Q13023,0.576662597,0.613214625,AKAP6,0.034463861,
Q13029,0.234926565,0.320279638,PRDM2,1.811940212,
Q13033,0.883396259,0.645718955,STRN3,1.153326816,
Q13043,0.9999971,0.970854538,STK4,2.257508322,1
Q13045,0.999976097,0.904716591,FLII,4.925485862,1
Q13046,0.47206146,0.203954606,PSG7,0,0
Q13049,0.318957873,0.361065696,TRIM32,1.783536786,
Q13057,0.313717798,0.999879083,COASY,6.02193944,1
Q13064,0.255517512,0.357904665,MKRN3,0.873157011,
Q13075,0.147277232,0.612320368,NAIP,0,
Q13085,0.706781241,0.720962274,ACACA,0.071575546,1
Q13094,0.999943426,0.624368634,LCP2,2.33514937,
Q13098,0.999999207,0.999999775,GPS1,5.396576706,1
Q13099,0.35226773,0.486250783,IFT88,1.039964632,
Q13105,0.284333359,0.388615021,ZBTB17,3.29088999,
Q13106,0.332141597,0.041945235,ZNF154,0.562144991,0
Q13107,0.914131547,0.542358998,USP4,2.701702506,
Q13111,0.166413656,0.590476862,CHAF1A,2.993783268,
Q13114,0.477668416,0.542629547,TRAF3,1.368797425,
Q13117,0.131601693,0.305970507,DAZ2,0,
Q13123,0.920500411,0.982072944,IK,4.373739988,1
Q13126,0.999475633,0.968040958,MTAP,1.555354998,1
Q13127,0.157031659,0.547061319,REST,2.204995957,
Q13129,0.308013861,0.293586781,RLF,2.523580807,0
Q13131,0.129812968,0.722334003,PRKAA1,3.154827021,1
Q13136,0.815324142,0.809869218,PPFIA1,2.095632878,1
Q13137,0.303960536,0.475331572,CALCOCO2,3.253002333,
Q13144,0.4094494,0.909430134,EIF2B5,5.187474176,1
Q13145,0.179316301,0.032029182,BAMBI,5.03598409,0
Q13148,0.999999581,0.999999988,TARDBP,4.341686658,1
Q13151,0.999756112,0.99999382,HNRNPA0,5.562375584,1
Q13153,0.860040968,0.968888053,PAK1,2.423505085,1
Q13155,0.481720795,0.995475743,AIMP2,3.712554518,1
Q13162,0.999783173,0.999989898,PRDX4,4.378983121,1
Q13177,0.999821916,0.98052246,PAK2,3.067131471,1
Q13185,0.999995935,0.999999951,CBX3,5.614198076,1
Q13188,0.819648064,0.947972153,STK3,0.441404972,1
Q13190,0.192363759,0.999999922,STX5,2.764680126,1
Q13191,0.976601466,0.460201459,CBLB,1.040925891,
Q13200,0.999999906,0.99999988,PSMD2,6.115995095,1
Q13201,0.23308498,0.352005676,MMRN1,0.05659274,
Q13202,0.305212241,0.255131502,DUSP8,0.053901713,0
Q13203,0.216398745,0.281749699,MYBPH,0.155171729,0
Q13206,0.161278201,0.461322667,DDX10,1.298700388,
Q13207,0.430330978,0.183793935,TBX2,0.06756958,0
Q13214,0.509606575,0.716206114,SEMA3B,5.379549201,1
Q13217,0.922304381,0.98846598,DNAJC3,2.168256445,1
Q13219,0.234906805,0.379793658,PAPPA,0.128118504,
Q13228,0.19853639,0.986089023,SELENBP1,3.678475028,1
Q13231,0.999985637,0.456707088,CHIT1,0.053832106,
Q13233,0.136824507,0.367075237,MAP3K1,1.979407409,
Q13237,0.165916492,0.310463315,PRKG2,0.063696336,
Q13242,0.999999964,0.999999366,SRSF9,5.544397286,1
Q13243,0.999983584,0.857113309,SRSF5,4.359580897,1
Q13247,0.508227543,0.980010919,SRSF6,6.289634541,1
Q13255,0.392434577,0.325832479,GRM1,0,
Q13261,0.760758321,0.344219828,IL15RA,2.147635415,
Q13263,0.999933363,0.999997438,TRIM28,7.066940117,1
Q13268,0.135162602,0.041949951,DHRS2,1.520590747,0
Q13278,0.280151678,0.077560077,RIG,0,0
Q13283,0.999994095,0.999999844,G3BP1,3.933927668,1
Q13287,0.987363402,0.996507786,NMI,2.960262508,1
Q13303,0.999987282,0.875972943,KCNAB2,2.53975942,1
Q13308,0.709248622,0.684121551,PTK7,0.763576564,
Q13310,0.999999844,0.999999999,PABPC4,5.727385107,1
Q13315,0.54146614,0.662368587,ATM,1.563254752,
Q13319,0.233053103,0.305199463,CDK5R2,0.516210617,
Q13322,0.457686661,0.310792011,GRB10,1.840530691,
Q13325,0.772044883,0.849301852,IFIT5,2.698746246,1
Q13330,0.992040095,0.575006017,MTA1,3.734406338,
Q13332,0.248242184,0.634169771,PTPRS,0.395545427,
Q13342,0.156537474,0.732530629,SP140,0.211247473,1
Q13347,0.999999082,0.999924588,EIF3I,5.183551016,1
Q13349,0.86233515,0.555259614,ITGAD,0.049456991,
Q13351,0.827605276,0.522883854,KLF1,0.216773666,
Q13356,0.678871179,0.570514424,PPIL2,4.074585308,
Q13362,0.994365951,0.999979828,PPP2R5C,2.212177502,1
Q13363,0.999244953,0.982487704,CTBP1,3.862861914,1
Q13367,0.675118488,0.998823278,AP3B2,0.057846743,1
Q13368,0.204936337,0.541349003,MPP3,1.977384996,
Q13370,0.385229307,0.34486922,PDE3B,0.522787064,
Q13393,0.516870834,0.529374434,PLD1,1.111332821,
Q13394,0.332269517,0.099952801,MAB21L1,0,0
Q13395,0.167829002,0.271407817,TARBP1,2.424891899,0
Q13401,0.911549992,0.284982679,PMS2P3,3.712367806,0
Q13402,0.305397425,0.602332249,MYO7A,2.130995171,
Q13404,0.999998075,0.999096913,UBE2V1,2.483089137,1
Q13405,0.900831911,0.883550329,MRPL49,4.204671628,1
Q13409,0.988229516,0.995856843,DYNC1I2,2.24406326,1
Q13410,0.209911121,0.221553804,BTN1A1,0,0
Q13415,0.134502444,0.29649239,ORC1,2.413900812,0
Q13416,0.136515594,0.940244863,ORC2,1.73787117,1
Q13418,0.999894853,0.992637727,ILK,4.583229826,1
Q13421,0.199625975,0.553128343,MSLN,3.518104757,
Q13422,0.998852397,0.552497587,IKZF1,1.015622214,
Q13423,0.998670979,0.99995724,NNT,1.542147619,1
Q13425,0.547576244,0.811813075,SNTB2,2.025204808,1
Q13426,0.553378848,0.642992587,XRCC4,0.395087459,
Q13427,0.998739422,0.922462279,PPIG,2.956817107,1
Q13428,0.278920166,0.802539187,TCOF1,4.553407324,1
Q13432,0.525055515,0.54669356,UNC119,4.611751637,
Q13434,0.325993087,0.192168385,MKRN4P,0,0
Q13435,0.999994272,0.999984847,SF3B2,5.190888339,1
Q13438,0.937778575,0.872871035,OS9,4.414342061,1
Q13439,0.323226568,0.786705859,GOLGA4,2.90140285,1
Q13442,0.991662087,0.703787547,PDAP1,5.128698198,1
Q13443,0.175128544,0.999804055,ADAM9,3.537492063,1
Q13444,0.676258613,0.515898204,ADAM15,5.949603831,
Q13445,0.991752586,0.999864331,TMED1,3.493048754,1
Q13451,0.984293803,0.843237426,FKBP5,0.979161859,1
Q13459,0.988621539,0.804105716,MYO9B,3.122967835,1
Q13464,0.588325394,0.868350195,ROCK1,2.412091566,1
Q13469,0.98029922,0.457837845,NFATC2,0.297248351,
Q13470,0.476123333,0.239972614,TNK1,3.136480049,0
Q13474,0.755580628,0.534785088,DRP2,0.058412132,
Q13477,0.130717592,0.133101494,MADCAM1,0.117629284,0
Q13478,0.150072583,0.02717517,IL18R1,0.15668125,0
Q13485,0.949325881,0.313792671,SMAD4,2.326128986,
Q13488,0.99456091,0.879142436,TCIRG1,5.247620853,1
Q13489,0.157598031,0.398309932,BIRC3,2.758086825,
Q13492,0.999953088,0.999999854,PICALM,2.646025617,1
Q13495,0.396365644,0.447652052,MAMLD1,0.053584709,
Q13501,0.983963219,0.999261309,SQSTM1,5.189603466,1
Q13505,0.587830482,0.999005217,MTX1,4.146825516,1
Q13507,0.131814239,0.411455602,TRPC3,0.004326164,
Q13509,1,1,TUBB3,3.251366971,1
Q13510,0.999988805,0.999999658,ASAH1,4.007359197,1
Q13516,0.537416861,0.192514166,OLIG2,0.481717717,0
Q13523,0.131594516,0.640102132,PRPF4B,3.483095956,
Q13526,0.999999163,0.98001565,PIN1,3.601620039,1
Q13530,0.45607631,0.142341259,SERINC3,3.707247843,0
Q13535,0.243184521,0.534958179,ATR,1.82304428,
Q13542,0.999991573,0.853305993,EIF4EBP2,3.974280827,1
Q13546,0.858999624,0.859364309,RIPK1,2.221897114,1
Q13547,0.999662704,0.99984244,HDAC1,4.322128307,1
Q13555,0.988192618,0.928389513,CAMK2G,3.241281164,1
Q13557,0.999464394,0.99985204,CAMK2D,0.839229607,1
Q13561,0.999999648,0.999999313,DCTN2,4.298126038,1
Q13563,0.225135043,0.47948944,PKD2,1.368609067,
Q13564,0.991276402,0.889131407,NAE1,2.734919268,1
Q13568,0.269316553,0.502140109,IRF5,2.688852919,
Q13573,0.996731051,0.789877847,SNW1,2.898019231,1
Q13574,0.657896845,0.508647277,DGKZ,3.776838161,
Q13576,0.999980839,0.954886745,IQGAP2,1.539670069,1
Q13586,0.987684319,0.977050606,STIM1,1.075197545,1
Q13591,0.130279093,0.42826828,SEMA5A,0.110782728,
Q13596,0.999997166,0.999984317,SNX1,2.96197126,1
Q13610,0.349603036,0.51916786,PWP1,3.132400684,
Q13613,0.497100807,0.806819244,MTMR1,2.212760105,1
Q13614,0.131992766,0.681851431,MTMR2,1.347724929,
Q13615,0.209985556,0.644045529,MTMR3,2.016623416,
Q13617,0.813752037,0.999931278,CUL2,1.468689608,1
Q13618,0.999980894,0.886729923,CUL3,2.275429969,1
Q13619,0.404326273,0.972494112,CUL4A,3.173113388,1
Q13620,0.707094929,0.996993869,CUL4B,2.102405337,1
Q13621,0.432527706,0.559586051,SLC12A1,0,
Q13625,0.678579694,0.606961456,TP53BP2,2.264884533,
Q13627,0.310606954,0.472000253,DYRK1A,1.864636345,
Q13630,0.999909935,0.999994594,GFUS,0.170440234,1
Q13634,0.800459913,0.668775108,CDH18,0,
Q13635,0.546638084,0.679335508,PTCH1,0.309864099,
Q13636,0.310499746,0.999989207,RAB31,0.942097011,1
Q13637,0.999840213,0.967121399,RAB32,2.007221283,1
Q13642,0.522724893,0.194495234,FHL1,0.291273683,0
Q13670,0.54675595,0.361821926,PMS2P11,0.272112729,
Q13683,0.216387483,0.522055801,ITGA7,1.533496074,
Q13685,0.998272068,0.582991804,AAMP,5.480110751,
Q13686,0.252085834,0.643551464,ALKBH1,1.485761319,
Q13705,0.226126468,0.173517382,ACVR2B,0.998342505,0
Q13724,0.999941432,0.999995867,MOGS,6.05781545,1
Q13733,0.970758876,0.994773387,ATP1A4,0.09078106,1
Q13753,0.582596512,0.38342144,LAMC2,3.566566379,
Q13761,0.999209661,0.305774394,RUNX3,1.317051062,
Q13765,0.999999988,0.999990354,NACA,6.258091388,1
Q13769,0.987127159,0.606766216,THOC5,2.523064634,
Q13772,0.160104498,0.353604169,NCOA4,3.888292724,
Q13796,0.185946633,0.502279625,SHROOM2,0.071649487,
Q13813,0.999999991,0.999944701,SPTAN1,4.322353756,1
Q13822,0.653811818,0.338567541,ENPP2,0.456208145,
Q13823,0.140839053,0.220872687,GNL2,3.982383244,0
Q13825,0.163797221,0.305902755,AUH,0.750163951,
Q13829,0.196631233,0.353058158,TNFAIP1,3.966082395,
Q13835,0.129885185,0.331542661,PKP1,0.393417549,
Q13838,0.999999711,1,DDX39B,0,1
Q13868,0.820638396,0.761452159,EXOSC2,4.162289152,1
Q13873,0.317735312,0.396677213,BMPR2,0.708726914,
Q13882,0.25351816,0.304683834,PTK6,4.316719916,
Q13884,0.991703493,0.625772824,SNTB1,0.523051568,
Q13885,1,1,TUBB2A,4.412166238,1
Q13887,0.246494845,0.648196674,KLF5,5.046724095,
Q13905,0.14402492,0.450438592,RAPGEF1,2.604501438,
Q13936,0.250464819,0.410458168,CACNA1C,0.005075003,
Q13948,0.342884622,0.94423877,CUX1,1.674354618,1
Q13950,0.939266382,0.324820384,RUNX2,0.196470736,
Q13951,0.999878383,0.64740952,CBFB,2.837989423,
Q13952,0.49182675,0.832107342,NFYC,2.434996787,1
Q14003,0.325318526,0.480178289,KCNC3,2.196821501,
Q14005,0.999970536,0.805716749,IL16,0.465122426,1
Q14008,0.447631893,0.992758285,CKAP5,2.939784404,1
Q14011,0.999999734,0.999999866,CIRBP,4.63319006,1
Q14019,0.999999999,0.857142801,COTL1,4.985748544,1
Q14028,0.944128853,0.652065607,CNGB1,0.00378104,
Q14031,0.345762047,0.323570312,COL4A6,0.011778139,
Q14055,0.153150939,0.503374857,COL9A2,1.214508239,
Q14103,1,0.999999984,HNRNPD,5.391905075,1
Q14108,0.937222817,0.999997364,SCARB2,2.945027836,1
Q14112,0.782604728,0.67716824,NID2,0.35349237,
Q14116,0.995270155,0.679273493,IL18,2.965084532,
Q14117,0.5053695,0.441495901,DPYS,0.007352644,
Q14118,0.392757901,0.593127213,DAG1,3.216257067,
Q14123,0.264106499,0.368479832,PDE1C,0.000496731,
Q14126,0.989013321,0.959307295,DSG2,4.708876676,1
Q14135,0.969148799,0.407395763,VGLL4,1.3947841,
Q14137,0.977393911,0.832760065,BOP1,3.972183441,1
Q14139,0.177188234,0.966326706,UBE4A,3.169999308,1
Q14140,0.559679925,0.131033073,SERTAD2,2.287971823,0
Q14141,0.999535221,0.993334338,SEPTIN6,1.109094269,1
Q14142,0.130159516,0.454632332,TRIM14,2.431019105,
Q14146,0.515084257,0.312910942,URB2,2.054839486,
Q14147,0.839432011,0.580612907,DHX34,3.494175966,
Q14149,0.529186619,0.558963041,MORC3,1.747872629,
Q14151,0.976586635,0.952587632,SAFB2,3.446686824,1
Q14152,0.961270004,0.999216924,EIF3A,4.679319132,1
Q14153,0.354290344,0.222846775,FAM53B,1.481331118,0
Q14154,0.498288145,0.482837218,DELE1,3.644267332,
Q14155,0.999435089,0.846598808,ARHGEF7,1.888130599,1
Q14156,0.70813086,0.813308776,EFR3A,1.776021735,1
Q14157,0.99753984,0.998360773,UBAP2L,3.928908309,1
Q14159,0.294166284,0.503047708,SPIDR,0.704925123,
Q14160,0.820151301,0.919988474,SCRIB,0.065476059,1
Q14161,0.900615986,0.510394267,GIT2,2.008297061,
Q14164,0.714982407,0.585213567,IKBKE,2.598327667,
Q14165,0.999989577,1,MLEC,5.637320227,1
Q14166,0.975875244,0.997302446,TTLL12,5.010446656,1
Q14181,0.975650348,0.868339752,POLA2,2.080563805,1
Q14185,0.331354313,0.308555211,DOCK1,0.575658336,
Q14191,0.175275894,0.307816201,WRN,1.328120281,
Q14194,0.99996816,0.945594411,CRMP1,0.016106778,1
Q14195,0.98671481,0.921232948,DPYSL3,0.646123611,1
Q14202,0.904240859,0.606038012,ZMYM3,3.244062803,
Q14203,0.999990488,0.999676636,DCTN1,3.808454421,1
Q14204,1,0.99999995,DYNC1H1,4.009287485,1
Q14207,0.142075979,0.282203302,NPAT,1.183941613,0
Q14213,0.349641313,0.249505015,EBI3,0.514183638,0
Q14232,0.858183915,0.906491764,EIF2B1,4.000014181,1
Q14240,1,1,EIF4A2,7.357900142,1
Q14244,0.12990309,0.662114946,MAP7,1.526745345,
Q14246,0.131049402,0.448292257,ADGRE1,0.147535945,
Q14247,0.284168771,0.867724012,CTTN,4.617177708,1
Q14249,0.151350565,0.628440539,ENDOG,4.049694337,
Q14254,0.999905683,0.999999989,FLOT2,3.46933661,1
Q14257,0.993382861,0.962354465,RCN2,3.144596085,1
Q14258,0.967653454,0.998876301,TRIM25,2.899029399,1
Q14289,0.725054419,0.800051844,PTK2B,2.134394704,1
Q14315,0.997552488,0.997946911,FLNC,2.189915527,1
Q14318,0.999999748,0.712346496,FKBP8,5.242384061,1
Q14320,0.190188108,0.724484631,FAM50A,5.343395206,1
Q14324,0.134602013,0.328329458,MYBPC2,0.029737963,
Q14331,0.998512252,0.487777264,FRG1,0,
Q14344,0.956344544,0.976717563,GNA13,3.188107463,1
Q14353,0.626760472,0.379929979,GAMT,1.169566831,
Q14390,0.61328918,0.182469731,GGTLC2,0,0
Q14392,0.286826593,0.349421405,LRRC32,0.567070308,
Q14397,0.398008795,0.465410824,GCKR,2.620471385,
Q14406,0.200766592,0.197487393,CSHL1,0,0
Q14432,0.172301018,0.302536759,PDE3A,0.004194916,
Q14444,0.999998619,0.999998338,CAPRIN1,4.04847606,1
Q14451,0.206817685,0.526563547,GRB7,4.681160815,
Q14457,0.217849674,0.373129943,BECN1,3.661362142,
Q14498,0.999967237,0.999450702,RBM39,4.87868686,1
